,area_m2,lat,lon,price_usd
1306,102.0,19.336195,-99.23692,111764.70588235294
1307,110.0,19.368568,-99.15031,100000.0
1308,90.0,19.414261,-99.104118,147058.82352941178
1309,100.0,19.428324,-99.176337,195642.88235294117
1310,70.0,19.444606,-99.1740457,51176.470588235294
1311,90.0,19.419403,-99.135361,119117.64705882352
1312,80.0,19.348586,-99.115129,45515.23529411765
1313,80.0,19.269985,-99.11523,81300.0
1314,90.0,19.452365,-99.124572,71176.4705882353
1315,60.0,19.3736979,-99.1933122,126764.70588235294
1316,127.0,19.399028,-99.175227,116470.58823529411
1317,69.0,19.2990233,-99.0436467,61317.23529411765
1318,60.0,19.396593,-99.133163,57647.05882352941
1319,65.0,19.472155,-99.161186,105000.0
1320,80.0,19.446829,-99.159454,79705.88235294117
1321,107.0,19.3814836,-99.1654942,268647.0588235294
1322,70.0,19.415143,-99.14685,55294.117647058825
1323,60.0,19.383446,-99.137643,76531.17647058824
1324,80.0,19.418844,-99.132357,23568.58823529412
1325,80.0,19.396247,-99.190282,106352.94117647059
1326,60.0,19.363469,-99.010141,31705.882352941175
1327,76.0,19.35568,-99.099406,44117.64705882353
1328,80.0,19.3499358,-99.2906864,164705.88235294117
1329,99.0,19.368475,-99.17952,176470.58823529413
1330,65.0,19.376456,-99.145563,87058.82352941176
1331,115.0,19.428324,-99.176337,195642.88235294117
1332,103.0,19.394358,-99.177444,187705.88235294117
1333,90.0,19.362486,-99.15682,170588.23529411765
1334,64.0,,,170588.23529411765
1335,69.0,19.348909,-99.073563,46470.58823529412
1336,54.0,19.331932,-99.246689,135294.11764705883
1337,60.0,19.380236,-99.139978,49215.705882352944
1338,55.0,,,71588.23529411765
1339,97.0,19.271467,-99.146309,140941.17647058822
1340,60.0,19.446207,-99.169959,101470.58823529411
1341,61.0,19.364891,-99.148384,156894.11764705883
1342,65.0,19.446198,-99.139166,59853.94117647059
1343,53.0,19.516777,-99.160149,48117.64705882353
1344,73.0,19.441392,-99.174422,61764.705882352944
1345,68.0,23.634501,-102.552788,115558.82352941176
1346,119.0,19.373972,-99.164159,291176.4705882353
1347,70.0,19.3670983,-99.1624422,150729.41176470587
1348,50.0,19.410307,-99.065399,48235.294117647056
1349,55.0,,,63490.35294117647
1350,50.0,19.402991,-99.173922,56274.529411764706
1351,90.0,19.377369,-99.198052,71628.64705882352
1352,65.0,19.386852,-99.194748,116470.58823529411
1353,63.0,19.417923,-99.148384,86135.29411764706
1354,133.0,19.305914,-99.078102,20294.117647058825
1355,75.0,19.455944,-99.211803,51019.64705882353
1356,85.0,19.306092,-99.113431,61673.529411764706
1357,121.0,19.394358,-99.177444,339087.76470588235
1358,100.0,19.368475,-99.17952,309411.76470588235
1359,50.0,19.349174,-99.145828,181101.17647058822
1360,69.0,19.2990233,-99.0436467,61350.35294117647
1361,100.0,19.391906,-99.135576,86470.58823529411
1362,110.0,19.36409,-99.189935,145145.88235294117
1363,60.0,,,118764.70588235294
1364,61.0,19.4306069,-99.0949899,169816.35294117648
1365,80.0,19.486215,-99.092376,70588.23529411765
1366,77.0,19.377033,-99.129878,70705.88235294117
1367,100.0,19.3340701,-99.0712814,75000.0
1368,116.0,19.478469,-99.116014,185294.11764705883
1369,63.0,19.417923,-99.148384,86135.29411764706
1370,70.0,19.512787,-99.141393,82352.94117647059
1371,125.0,19.374146,-99.146777,107404.29411764706
1372,75.0,19.402944,-99.199727,63594.117647058825
1373,97.0,19.430141,-99.172536,117058.82352941176
1374,65.0,19.498246,-99.147089,123529.41176470589
1375,60.0,19.441879,-99.167819,35705.882352941175
1376,90.0,19.395077,-99.168409,103908.58823529411
1377,71.0,19.523341,-99.1517,54205.882352941175
1378,51.0,19.3513303772,-99.0816683695,24999.823529411766
1379,63.0,19.370501,-99.139389,121082.35294117648
1380,60.0,19.524143,-99.160149,38235.294117647056
1381,90.0,19.375618,-99.194918,103912.94117647059
1382,74.0,19.394073,-99.153915,188517.64705882352
1383,98.0,19.422564,-99.154225,111941.17647058824
1384,69.0,19.472155,-99.161186,104117.64705882352
1385,74.0,19.364891,-99.148384,168400.0
1386,80.0,19.400249,-99.177444,114941.17647058824
1387,57.0,19.416408,-99.126701,75882.35294117648
1388,90.0,19.368048,-99.170392,134705.88235294117
1389,100.0,19.370933,-99.173043,158647.0588235294
1390,65.0,19.472155,-99.161186,105000.0
1391,79.0,,,158952.9411764706
1392,90.0,,,65176.470588235294
1393,86.0,19.367424,-99.185753,196470.58823529413
1394,82.0,19.368544,-99.163605,167647.0588235294
1395,71.0,19.391054,-99.14077,48823.529411764706
1396,72.0,19.3915,-99.038137,52608.23529411765
1397,65.0,19.394179,-99.177221,191176.4705882353
1398,88.0,19.3872626,-99.1754024,270588.23529411765
1399,120.0,,,235294.11764705883
1400,70.0,19.410215,-99.14595,49179.82352941176
1401,50.0,19.467806,-99.130254,38449.294117647056
1402,102.0,,,84117.64705882352
1403,70.0,19.487416,-99.118006,40070.58823529412
1404,62.0,19.4306069,-99.0949899,133086.58823529413
1405,90.0,19.375618,-99.194918,103912.94117647059
1406,53.0,,,41847.05882352941
1407,98.0,19.380937,-99.179545,185882.35294117648
1408,50.0,19.446524,-99.142241,44705.882352941175
1409,75.0,19.41526,-99.075364,33011.76470588235
1410,60.0,19.469689,-99.085457,45882.35294117647
1411,73.0,19.364891,-99.148384,150452.9411764706
1412,60.0,19.41275,-99.126007,40070.82352941176
1413,110.0,19.419116,-99.161436,382352.9411764706
1414,65.0,19.472155,-99.161186,104411.76470588235
1415,61.0,19.364891,-99.148384,156894.11764705883
1416,60.0,19.354219,-99.126244,69089.17647058824
1417,64.0,19.380747,-99.155304,165294.11764705883
1418,92.0,19.394358,-99.177444,299270.5882352941
1419,102.0,19.427607,-99.160835,197915.9411764706
1420,54.0,19.455525,-99.124086,77411.76470588235
1421,97.0,19.400249,-99.177444,220588.23529411765
1422,74.0,19.3713214,-99.1409854,188517.64705882352
1423,90.0,19.395261,-99.153153,147450.9411764706
1424,82.0,,,182764.70588235295
1425,120.0,19.367931,-99.170262,134705.88235294117
1426,50.0,19.305449,-99.051736,23529.41176470588
1427,68.0,19.453142,-99.180214,58823.529411764706
1428,110.0,19.367025,-99.170349,185294.11764705883
1429,80.0,19.378533,-99.187561,52411.76470588235
1430,120.0,19.392172,-99.154625,144705.88235294117
1431,60.0,19.410419,-99.194748,29058.823529411766
1432,60.0,,,118764.70588235294
1433,70.0,19.411112,-99.193066,69411.76470588235
1434,80.0,19.389067,-99.162824,94305.88235294117
1435,100.0,19.3404477,-99.1297322,187058.82352941178
1436,130.0,,,382352.9411764706
1437,135.0,,,352352.9411764706
1438,101.0,19.341894,-99.224525,264705.8823529412
1439,50.0,19.410307,-99.065399,48235.294117647056
1440,65.0,19.456454,-99.123252,35176.470588235294
1441,60.0,19.317887,-99.135625,96174.58823529411
1442,77.0,19.323772,-99.116562,57647.05882352941
1443,89.0,19.417364,-99.159454,179411.76470588235
1444,69.0,19.448311,-99.157021,30000.0
1445,80.0,19.352333,-99.121169,69089.11764705883
1446,64.0,19.392937,-99.263313,158823.5294117647
1447,84.0,19.367424,-99.185753,225294.11764705883
1448,63.0,19.309208,-99.171906,66470.58823529411
1449,111.0,,,46455.882352941175
1450,85.0,19.443178,-99.20237,174991.29411764705
1451,110.0,19.378864,-99.170313,311764.70588235295
1452,57.0,19.298168,-99.113106,105294.11764705883
1453,60.0,19.2990233,-99.0436467,59605.882352941175
1454,72.0,19.366505,-99.222297,75545.88235294117
1455,116.0,19.478469,-99.116014,188235.29411764705
1456,100.0,19.431629,-99.162762,119705.88235294117
1457,54.0,,,35926.0
1458,120.0,19.400785,-99.147419,59110.470588235294
1459,50.0,19.486329,-99.086792,22964.70588235294
1460,61.0,19.4301421,-99.109777,47058.82352941176
1461,94.0,19.361269,-99.1719297,333500.0
1462,77.0,19.498246,-99.202133,39764.705882352944
1463,91.0,19.333981,-99.233654,101294.11764705883
1464,60.0,19.386836,-99.217824,109294.11764705883
1465,80.0,,,84509.76470588235
1466,75.0,19.291903,-99.124191,35294.117647058825
1467,91.0,19.341894,-99.224525,174647.0588235294
1468,58.0,19.506042,-99.153915,117647.05882352941
1469,97.0,19.271467,-99.146309,140941.17647058822
1470,54.0,19.48314,-99.211139,73529.41176470589
1471,70.0,,,123882.35294117648
1472,78.0,19.417364,-99.159454,289752.9411764706
1473,80.0,19.364891,-99.148384,74117.64705882352
1474,65.0,19.472155,-99.161186,105000.0
1475,52.0,19.321644,-99.044846,28800.0
1476,145.0,19.387245,-99.147388,138235.29411764705
1477,61.0,19.4306069,-99.0949899,130697.5294117647
1478,70.0,19.363542,-99.224084,62988.23529411765
1479,50.0,19.439858,-99.150241,30352.941176470587
1480,60.0,19.504985,-99.208557,27058.823529411766
1481,60.0,19.317534,-99.058491,38588.23529411765
1482,110.0,19.286619,-99.152534,157647.0588235294
1483,70.0,19.450827,-99.156468,65505.882352941175
1484,67.0,19.446829,-99.159454,135988.23529411765
1485,86.0,19.36867,-99.218886,85882.35294117648
1486,60.0,19.3736979,-99.1933122,170963.58823529413
1487,90.0,19.305984,-99.127341,119823.5294117647
1488,92.0,19.366934,-99.291958,114705.88235294117
1489,59.0,19.490054,-99.093551,42352.94117647059
1490,90.0,19.442027,-99.185897,247058.82352941178
1491,82.0,19.432657,-99.177444,232941.17647058822
1492,70.0,19.399226,-99.134352,37411.76470588235
1493,85.0,19.446829,-99.159454,116470.58823529411
1494,50.0,19.386821,-99.164805,182941.17647058822
1495,70.0,19.402944,-99.199727,67023.5294117647
1496,83.0,,,219705.88235294117
1497,80.0,19.381259203,-99.1038592905,48235.294117647056
1498,117.0,19.2990233,-99.0436467,88813.64705882352
1499,80.0,19.38499,-99.227853,141176.4705882353
1500,108.0,19.380798,-99.18286,202941.17647058822
1501,63.0,19.47517,-99.152534,138894.0
1502,52.0,19.383915,-99.173846,163212.82352941178
1503,70.0,19.446256,-99.147767,54745.05882352941
1504,80.0,19.401366,-99.18064,113137.29411764706
1505,108.0,19.40099,-99.161174,279194.1176470588
1506,55.0,19.396727,-99.115875,86764.70588235294
1507,75.0,19.348122,-99.125716,99097.70588235294
1508,55.0,,,36685.0
1509,77.0,19.4526892,-99.1179867,102941.17647058824
1510,74.0,19.39912,-99.141464,252970.58823529413
1511,62.0,19.39365,-99.14769,170509.17647058822
1512,51.0,19.424719,-99.06065,41176.470588235294
1513,52.0,19.405298,-99.164986,174667.64705882352
1514,75.0,19.401819,-99.184615,81235.29411764706
1515,63.0,19.388044,-99.185753,45294.117647058825
1516,100.0,19.33923,-99.218987,208823.5294117647
1517,79.0,19.3638234,-99.1444714,135000.0
1518,118.0,19.381729,-99.164986,284009.17647058825
1519,65.0,19.472155,-99.161186,104411.76470588235
1520,60.0,19.382956,-99.145972,86764.70588235294
1521,91.0,19.333981,-99.233654,101294.11764705883
1522,55.0,19.383966,-99.101121,33058.82352941176
1523,105.0,19.391819,-99.188639,145265.70588235295
1524,82.0,19.378786,-99.208595,70588.23529411765
1525,57.0,,,43247.05882352941
1526,85.0,19.348122,-99.125716,96980.0
1527,56.0,19.452301,-99.207422,44117.64705882353
1528,126.0,19.337386,-99.205912,305882.35294117645
1529,105.0,19.355921,-99.180214,345670.5882352941
1530,91.0,19.341894,-99.224525,174647.0588235294
1531,102.0,19.403561,-99.156308,235294.11764705883
1532,80.0,19.41498,-99.177444,185294.11764705883
1533,90.0,19.368697,-99.208668,44774.82352941176
1534,66.0,19.446313,-99.14006,23829.41176470588
1535,80.0,19.399815,-99.150806,134117.64705882352
1536,58.0,19.441234,-99.136622,69647.05882352941
1537,70.0,19.392185,-99.135357,57025.705882352944
1538,82.0,19.380644,-99.179176,152941.17647058822
1539,85.0,19.384467,-99.135872,109411.76470588235
1540,55.0,23.634501,-102.552788,165694.29411764705
1541,71.0,19.3246591,-99.140855,105882.35294117648
1542,60.0,19.448187,-99.161176,37941.17647058824
1543,59.0,19.444569,-99.168699,52288.117647058825
1544,70.0,19.457982,-99.19269,53235.294117647056
1545,60.0,19.446829,-99.159454,58407.23529411765
1546,78.0,19.3499358,-99.2906864,170588.23529411765
1547,60.0,19.412097,-99.073245,44117.64705882353
1548,80.0,19.384068,-99.167882,252941.17647058822
1549,60.0,19.439759,-99.1047,57058.82352941176
1550,75.0,19.412142,-99.146127,50000.0
1551,60.0,23.634501,-102.552788,104180.35294117648
1552,80.0,19.35782,-99.149406,59276.94117647059
1553,63.0,19.392349,-99.07093,75882.35294117648
1554,75.0,19.39365,-99.14769,176017.64705882352
1555,50.0,19.527836,-99.169827,38392.882352941175
1556,129.0,19.403334,-99.157755,147058.82352941178
1557,57.0,19.306255,-99.234777,47058.82352941176
1558,78.0,19.264442,-99.124863,52352.94117647059
1559,85.0,19.400785,-99.147419,59110.470588235294
1560,75.0,19.392025,-99.135302,87058.82352941176
1561,68.0,19.453697,-99.180085,58823.529411764706
1562,75.0,19.314895,-99.09423,54033.64705882353
1563,141.0,19.381591,-99.165397,334117.64705882355
1564,68.0,23.634501,-102.552788,41588.23529411765
1565,65.0,19.414261,-99.104118,75294.11764705883
1566,50.0,19.3029619922,-99.0406322479,34705.882352941175
1567,59.0,,,34139.0
1568,63.0,23.634501,-102.552788,54176.470588235294
1569,85.0,23.634501,-102.552788,41534.705882352944
1570,60.0,19.458118,-99.125557,56433.94117647059
1571,53.0,19.407816,-99.129707,62352.94117647059
1572,57.0,19.369418,-99.007392,29650.0
1573,75.0,19.394965,-99.181702,77058.82352941176
1574,105.0,19.408904,-99.174556,119372.5294117647
1575,79.0,19.469689,-99.085457,52941.17647058824
1576,82.0,19.341894,-99.224525,176470.58823529413
1577,114.0,19.39365,-99.14769,260941.17647058822
1578,92.0,19.399689,-99.188522,32352.941176470587
1579,68.0,19.36269,-99.150565,74117.64705882352
1580,90.0,19.367025,-99.170349,185294.11764705883
1581,80.0,,,235294.11764705883
1582,60.0,19.4306069,-99.0949899,128162.23529411765
1583,69.0,19.362027,-99.19464,58529.41176470588
1584,68.0,19.428152,-99.106194,75000.0
1585,50.0,19.263022,-99.119657,46164.705882352944
1586,65.0,19.472155,-99.161186,105000.0
1587,80.0,19.383915,-99.173846,143419.88235294117
1588,80.0,19.355751,-99.299347,112647.05882352941
1589,56.0,19.345893,-99.067395,56941.17647058824
1590,50.0,19.410307,-99.065399,48235.294117647056
1591,91.0,19.407187,-99.172405,242523.5294117647
1592,80.0,19.399649,-99.165891,192072.9411764706
1593,55.0,19.372684,-99.183678,158823.5294117647
1594,60.0,19.372724,-99.137094,44529.41176470588
1595,60.0,19.415783,-99.060391,34422.529411764706
1596,68.0,23.634501,-102.552788,115558.82352941176
1597,80.0,19.39932,-99.154999,76588.23529411765
1598,52.0,19.444688,-99.16605,39749.529411764706
1599,70.0,19.383952,-99.160229,194424.70588235295
1600,65.0,19.402386,-99.069638,36976.470588235294
1601,65.0,19.462598,-99.131469,37058.82352941176
1602,140.0,,,146821.76470588235
1603,110.0,19.282895,-99.166933,34419.17647058824
1604,52.0,19.4445021981,-99.1660007089,43823.529411764706
1605,87.0,,,347058.82352941175
1606,68.0,19.464589,-99.183659,43333.294117647056
1607,100.0,19.372713,-99.181832,279411.76470588235
1608,50.0,19.404377,-99.076596,52223.529411764706
1609,60.0,19.377383,-99.144978,83856.4705882353
1610,60.0,19.359901,-99.189606,52411.76470588235
1611,120.0,19.359984,-99.1580693,170588.23529411765
1612,70.0,19.334546,-99.207876,69070.58823529411
1613,60.0,19.452621,-99.154479,58411.76470588235
1614,56.0,19.375983,-99.017354,41705.882352941175
1615,90.0,19.318989,-99.094437,147058.82352941178
1616,95.0,19.3757,-99.196831,71628.64705882352
1617,100.0,19.31534,-99.222755,123529.41176470589
1618,85.0,19.366866,-99.221296,55705.882352941175
1619,76.0,,,296152.9411764706
1620,54.0,19.440549,-99.168493,38941.17647058824
1621,64.0,19.410307,-99.065399,100000.0
1622,64.0,19.375412,-99.144234,140493.11764705883
1623,86.0,19.388044,-99.185753,97629.41176470589
1624,53.0,19.416151,-99.147042,67647.05882352941
1625,65.0,19.378321,-99.102702,58814.705882352944
1626,137.0,19.275206,-99.218292,364705.8823529412
1627,52.0,19.405298,-99.164986,174667.64705882352
1628,113.0,19.383364,-99.168089,144745.0588235294
1629,115.0,19.3023717,-99.167894,248529.41176470587
1630,51.0,19.440935,-99.188522,233529.41176470587
1631,69.0,19.3814504,-99.1919122,138235.29411764705
1632,58.0,,,198823.5294117647
1633,60.0,19.318575,-99.08635,46764.705882352944
1634,135.0,19.347683,-99.165877,264705.8823529412
1635,65.0,19.3697678418,-99.1392753126,114705.88235294117
1636,70.0,19.378643,-99.148281,148235.29411764705
1637,60.0,19.517598,-99.137671,50294.117647058825
1638,80.0,19.35782,-99.149406,76176.4705882353
1639,55.0,19.441816,-99.092908,35490.17647058824
1640,103.0,19.387613,-99.202726,56862.705882352944
1641,80.0,19.3033001,-99.2310901,188235.29411764705
1642,120.0,19.399795,-99.167793,144745.11764705883
1643,95.0,19.413359,-99.159891,121647.05882352941
1644,60.0,19.380236,-99.139978,51764.705882352944
1645,85.0,19.353813,-99.163605,100588.23529411765
1646,65.0,,,89117.64705882352
1647,74.0,19.3807458,-99.1553016,184294.11764705883
1648,80.0,19.35782,-99.149406,76176.4705882353
1649,54.0,19.45984,-99.124797,54694.117647058825
1650,80.0,,,382352.9411764706
1651,90.0,19.450827,-99.156468,65505.882352941175
1652,100.0,19.393568,-99.186143,97411.76470588235
1653,122.0,19.394358,-99.177444,339088.17647058825
1654,87.0,19.436516,-99.173988,293847.0588235294
1655,97.0,19.271467,-99.146309,140941.17647058822
1656,50.0,19.302219,-99.049311,19531.764705882353
1657,83.0,,,219705.88235294117
1658,104.0,19.372684,-99.183678,217647.0588235294
1659,74.0,19.400763,-99.132191,70588.23529411765
1660,77.0,19.3723335,-99.1905974,132058.82352941178
1661,80.0,19.441043,-99.175585,91176.4705882353
1662,60.0,19.403302,-99.14489,70610.58823529411
1663,100.0,19.343979,-99.124863,167647.0588235294
1664,60.0,19.3939,-99.128976,44599.41176470588
1665,76.0,19.391928,-99.161305,145882.35294117648
1666,108.0,19.394073,-99.153915,223529.41176470587
1667,85.0,19.396705,-99.181902,85647.05882352941
1668,74.0,19.394073,-99.153915,190217.64705882352
1669,100.0,19.365865,-99.148341,107404.29411764706
1670,57.0,19.412061,-99.1448,94117.64705882352
1671,90.0,19.441809,-99.156423,67895.23529411765
1672,80.0,19.383865,-99.174973,258076.4705882353
1673,50.0,19.409701,-99.069021,20598.235294117647
1674,65.0,19.401819,-99.184615,81235.29411764706
1675,79.0,19.318989,-99.094437,170379.41176470587
1676,63.0,19.47517,-99.152534,138894.0
1677,141.0,,,382352.9411764706
1678,50.0,19.489521,-99.079282,41523.529411764706
1679,84.0,19.2672863,-99.1659764,55420.58823529412
1680,63.0,19.278036,-99.170541,56282.35294117647
1681,65.0,19.29292,-99.064874,44411.76470588235
1682,75.0,19.36269,-99.150565,74117.64705882352
1683,110.0,19.39365,-99.14769,138235.29411764705
1684,52.0,19.329521,-99.08413,36647.05882352941
1685,60.0,19.355462,-99.065676,30823.529411764706
1686,78.0,19.3499358,-99.2906864,188235.29411764705
1687,50.0,19.423086,-99.145135,55294.117647058825
1688,76.0,19.326922,-99.121203,52617.64705882353
1689,63.0,19.4306069,-99.0949899,168630.4705882353
1690,96.0,19.41498,-99.177444,319117.64705882355
1691,84.0,19.287598,-99.14769,177878.76470588235
1692,65.0,19.39365,-99.14769,130294.11764705883
1693,59.0,19.48492,-99.11168,29325.41176470588
1694,100.0,19.424171,-99.159991,189372.5294117647
1695,74.0,19.375626,-99.15461,179588.23529411765
1696,69.0,19.397983,-99.146696,96176.4705882353
1697,60.0,19.324239,-99.117785,45098.0
1698,120.0,19.405298,-99.164986,371411.76470588235
1699,126.0,19.331932,-99.246689,275882.35294117645
1700,56.0,19.334546,-99.207876,84647.05882352941
1701,80.0,19.396018,-99.147827,205421.0588235294
1702,70.0,19.446829,-99.159454,135294.11764705883
1703,103.0,19.38499,-99.227853,56274.470588235294
1704,90.0,19.465454,-99.162665,84155.05882352941
1705,50.0,19.363174,-99.013236,42352.94117647059
1706,83.0,19.3908165,-99.1466355,194547.0588235294
1707,120.0,19.335033,-99.200347,165933.64705882352
1708,96.0,19.391557,-99.180726,59411.76470588235
1709,60.0,,,76470.58823529411
1710,70.0,19.375374,-99.137657,87058.82352941176
1711,60.0,19.482603,-99.194748,88235.29411764706
1712,95.0,19.314216,-99.135841,107411.76470588235
1713,115.0,19.381729,-99.164986,313705.8823529412
1714,130.0,19.364891,-99.148384,167647.0588235294
1715,75.0,19.373503,-99.112912,98823.5294117647
1716,53.0,19.357715,-99.084599,50000.0
1717,90.0,19.452621,-99.154479,72705.88235294117
1718,58.0,19.343979,-99.124863,105411.76470588235
1719,60.0,19.37335,-99.174777,58509.76470588235
1720,90.0,19.365611,-99.140876,43531.41176470588
1721,90.0,19.359625,-99.152478,85098.05882352941
1722,55.0,19.372684,-99.183678,158823.5294117647
1723,103.0,19.367968,-99.263608,56862.705882352944
1724,122.0,19.39365,-99.14769,207164.70588235295
1725,56.0,19.342083,-99.0532159,32615.0
1726,126.0,19.2990233,-99.0436467,96422.4705882353
1727,75.0,,,48621.882352941175
1728,75.0,19.451576,-99.190662,47254.882352941175
1729,51.0,19.473415,-99.143539,76882.35294117648
1730,65.0,19.376456,-99.145563,64458.882352941175
1731,89.0,19.400004,-99.16735,232941.17647058822
1732,87.0,19.417364,-99.159454,176470.58823529413
1733,65.0,19.449392,-99.138544,47647.05882352941
1734,50.0,,,41364.705882352944
1735,104.0,19.302422,-99.230829,115411.76470588235
1736,85.0,19.486016,-99.180528,72788.23529411765
1737,138.0,19.382727579,-99.1582889556,247058.82352941178
1738,69.0,19.4752953603,-99.1893056412,79411.76470588235
1739,60.0,19.2990233,-99.0436467,59605.882352941175
1740,65.0,19.446829,-99.159454,182058.82352941178
1741,105.0,19.28356,-99.202343,116175.11764705883
1742,97.0,19.4195256,-99.162549,288235.29411764705
1743,90.0,19.285118,-99.217489,54295.882352941175
1744,120.0,19.380747,-99.155304,235294.11764705883
1745,87.0,,,347058.82352941175
1746,75.0,19.498877,-99.207909,44183.529411764706
1747,70.0,19.376456,-99.145563,64458.82352941176
1748,60.0,19.324386,-99.124228,59284.705882352944
1749,60.0,19.450551,-99.156352,79117.64705882352
1750,73.0,19.399461,-99.175182,56862.76470588235
1751,90.0,19.299511,-99.150433,65862.11764705883
1752,100.0,19.399649,-99.165891,192117.64705882352
1753,63.0,19.370501,-99.139389,121082.35294117648
1754,65.0,,,118147.05882352941
1755,83.0,19.362864,-99.173988,216279.41176470587
1756,62.0,,,22058.823529411766
1757,65.0,19.377383,-99.144978,83856.41176470589
1758,150.0,19.43475,-99.189814,316470.5882352941
1759,108.0,19.41498,-99.177444,235294.11764705883
1760,107.0,19.350054,-99.123847,167058.82352941178
1761,80.0,19.400785,-99.147419,59110.470588235294
1762,60.0,19.420551,-99.14649,105450.94117647059
1763,60.0,19.516777,-99.160149,39167.05882352941
1764,74.0,,,194023.5294117647
1765,95.0,19.41498,-99.177444,205882.35294117648
1766,70.0,,,61176.470588235294
1767,70.0,19.373802,-99.189214,119294.11764705883
1768,52.0,19.405298,-99.164986,174667.64705882352
1769,60.0,19.375412,-99.144234,120882.35294117648
1770,55.0,19.408805,-99.129702,62352.94117647059
1771,106.0,19.350054,-99.123847,148235.29411764705
1772,106.0,19.415025,-99.1551,294117.64705882355
1773,101.0,19.39365,-99.14769,300070.5882352941
1774,66.0,19.49662,-99.185876,52000.0
1775,55.0,19.396727,-99.115875,86764.70588235294
1776,90.0,19.394638,-99.186447,97411.76470588235
1777,73.0,19.364891,-99.148384,150411.76470588235
1778,80.0,19.395427,-99.05035,57058.82352941176
1779,87.0,19.3358468,-99.1479328,161205.88235294117
1780,115.0,19.3797151,-99.1677132,205882.35294117648
1781,80.0,19.4068945,-99.1237906,117352.94117647059
1782,50.0,19.308287,-99.146309,83470.58823529411
1783,70.0,19.486669,-99.173765,129941.17647058824
1784,75.0,19.38828,-99.195529,44533.705882352944
1785,60.0,19.449292,-99.17551,50117.64705882353
1786,74.0,19.409095,-99.163216,260588.23529411765
1787,62.0,19.295734,-99.146996,120588.23529411765
1788,80.0,19.367424,-99.185753,147058.82352941178
1789,58.0,23.634501,-102.552788,31705.882352941175
1790,61.0,19.4597505,-99.2067717,42829.41176470588
1791,70.0,19.453564,-99.133092,43338.58823529412
1792,65.0,19.281164,-99.20237,77529.41176470589
1793,78.0,19.364891,-99.148384,168400.0
1794,50.0,19.457352,-99.155304,44509.882352941175
1795,85.0,19.363073,-99.158843,214705.88235294117
1796,50.0,19.335108,-99.083164,37529.41176470588
1797,96.0,19.341894,-99.224525,175241.17647058822
1798,65.0,,,117647.05882352941
1799,65.0,19.41497,-99.065035,54294.117647058825
1800,70.0,19.336455,-99.149511,67058.82352941176
1801,135.0,23.634501,-102.552788,377058.82352941175
1802,120.0,19.405298,-99.164986,317647.0588235294
1803,98.0,19.387764,-99.176758,298547.0588235294
1804,90.0,19.41627,-99.087547,60588.23529411765
1805,50.0,19.445219,-99.171761,73529.41176470589
1806,90.0,19.369509,-99.172532,100588.23529411765
1807,51.0,19.415175,-99.146898,55294.117647058825
1808,116.0,19.478469,-99.116014,185294.11764705883
1809,60.0,19.374721,-99.140098,38000.0
1810,62.0,19.412142,-99.146127,50000.0
1811,56.0,19.456993,-99.118637,54764.705882352944
1812,83.0,19.366914,-99.1516,88235.29411764706
1813,70.0,19.377369,-99.198052,71628.70588235294
1814,100.0,19.33923,-99.218987,258529.41176470587
1815,75.0,19.359645,-99.138745,24447.882352941175
1816,70.0,19.370272,-99.149127,41534.705882352944
1817,80.0,19.405298,-99.164986,251764.70588235295
1818,60.0,19.480501,-99.178139,51176.470588235294
1819,80.0,19.386821,-99.164805,185882.35294117648
1820,64.0,19.392937,-99.263313,161764.70588235295
1821,80.0,19.470991,-99.168165,49282.882352941175
1822,140.0,,,370588.23529411765
1823,95.0,19.367424,-99.185753,176470.58823529413
1824,68.0,19.3872626,-99.1754024,212941.17647058822
1825,80.0,19.387245,-99.147388,138235.29411764705
1826,70.0,19.496491,-99.149702,91764.70588235294
1827,65.0,19.281164,-99.20237,25653.29411764706
1828,60.0,23.634501,-102.552788,98823.5294117647
1829,88.0,19.3582744,-99.2723517,347341.17647058825
1830,80.0,19.380292,-99.168756,117647.05882352941
1831,58.0,19.335073,-99.128238,42529.41176470588
1832,56.0,19.444584,-99.174675,101529.41176470589
1833,72.0,19.39169,-99.03793,52608.23529411765
1834,55.0,19.33427,-99.083374,26117.647058823528
1835,90.0,19.450551,-99.156352,65529.41176470588
1836,70.0,19.466822,-99.157379,94117.64705882352
1837,120.0,19.335033,-99.200347,165345.41176470587
1838,60.0,19.370272,-99.149127,41534.705882352944
1839,63.0,19.452419,-99.175058,57647.05882352941
1840,98.0,19.380937,-99.179545,220058.82352941178
1841,96.0,19.349449,-99.147779,121764.70588235294
1842,121.0,19.461416,-99.133163,127254.41176470589
1843,100.0,19.3906898041,-99.1795009375,126830.0
1844,70.0,19.450827,-99.156468,65505.882352941175
1845,83.0,19.476577,-99.180073,70588.23529411765
1846,60.0,19.452255,-99.124703,52941.17647058824
1847,60.0,19.382649,-99.143384,49324.82352941176
1848,84.0,19.378533,-99.187561,197647.0588235294
1849,79.0,19.519303,-99.136218,112588.23529411765
1850,126.0,19.429615,-99.138395,173529.41176470587
1851,50.0,19.474655,-99.189277,27235.29411764706
1852,64.0,19.34518,-99.189969,52411.76470588235
1853,64.0,19.415143,-99.14685,55294.117647058825
1854,94.0,19.394073,-99.153915,217647.0588235294
1855,65.0,19.472155,-99.161186,104411.76470588235
